<<<<<<< HEAD
Case ID,Activity,type,Start Timestamp,Complete Timestamp,Resource
13,ProcessNextdriverReq,DriverRequest,1/1/2018 10:52,1/1/2018 11:10,Joe
7,DoneDriverReq,DriverRequest,1/1/2018 10:52,1/1/2018 10:52,System
39,NextCall,DriverRequest,1/1/2018 10:52,1/1/2018 10:52,System
39,RejectCall,DriverRequest,1/1/2018 10:52,1/1/2018 10:52,System
40,NextCall,DriverRequest,1/1/2018 10:53,1/1/2018 10:53,System
40,RejectCall,DriverRequest,1/1/2018 10:53,1/1/2018 10:53,System
10,DoneCarReq,CarRequest,1/1/2018 10:53,1/1/2018 10:53,System
15,ProcessNextCarReq,CarRequest,1/1/2018 10:53,1/1/2018 11:12,Ross
41,NextCall,DriverRequest,1/1/2018 10:55,1/1/2018 10:55,System
41,AcceptDriverReq,DriverRequest,1/1/2018 10:55,1/1/2018 11:13,System
42,NextCall,DriverRequest,1/1/2018 10:56,1/1/2018 10:56,System
42,RejectCall,DriverRequest,1/1/2018 10:56,1/1/2018 10:56,System
43,NextCall,CarRequest,1/1/2018 10:57,1/1/2018 10:57,System
43,RejectCall,CarRequest,1/1/2018 10:57,1/1/2018 10:57,System
44,NextCall,CarRequest,1/1/2018 10:59,1/1/2018 10:59,System
44,AcceptCarReq,CarRequest,1/1/2018 10:59,1/1/2018 10:59,System
12,DoneCarReq,CarRequest,1/1/2018 11:05,1/1/2018 11:05,System
16,ProcessNextCarReq,CarRequest,1/1/2018 11:05,1/1/2018 11:23,Monika
14,DoneCarReq,CarRequest,1/1/2018 11:08,1/1/2018 11:08,System
17,ProcessNextCarReq,CarRequest,1/1/2018 11:08,1/1/2018 11:26,Chandler
22,ProcessNextdriverReq,DriverRequest,1/1/2018 11:08,1/1/2018 11:26,Pheobi
11,DoneDriverReq,DriverRequest,1/1/2018 11:08,1/1/2018 11:08,System
23,ProcessNextdriverReq,DriverRequest,1/1/2018 11:10,1/1/2018 11:28,Joe
13,DoneDriverReq,DriverRequest,1/1/2018 11:10,1/1/2018 11:10,System
18,ProcessNextCarReq,CarRequest,1/1/2018 11:12,1/1/2018 11:30,Ross
15,DoneCarReq,CarRequest,1/1/2018 11:12,1/1/2018 11:12,System
16,DoneCarReq,CarRequest,1/1/2018 11:23,1/1/2018 11:23,System
19,ProcessNextCarReq,CarRequest,1/1/2018 11:23,1/1/2018 11:42,Monika
24,ProcessNextdriverReq,DriverRequest,1/1/2018 11:26,1/1/2018 11:44,Pheobi
22,DoneDriverReq,DriverRequest,1/1/2018 11:26,1/1/2018 11:26,System
20,ProcessNextCarReq,CarRequest,1/1/2018 11:26,1/1/2018 11:45,Chandler
17,DoneCarReq,CarRequest,1/1/2018 11:26,1/1/2018 11:26,System
23,DoneDriverReq,DriverRequest,1/1/2018 11:28,1/1/2018 11:28,System
25,ProcessNextdriverReq,DriverRequest,1/1/2018 11:28,1/1/2018 11:47,Joe
21,ProcessNextCarReq,CarRequest,1/1/2018 11:30,1/1/2018 11:50,Ross
18,DoneCarReq,CarRequest,1/1/2018 11:30,1/1/2018 11:30,System
19,DoneCarReq,CarRequest,1/1/2018 11:42,1/1/2018 11:42,System
26,ProcessNextCarReq,CarRequest,1/1/2018 11:42,1/1/2018 12:02,Monika
24,DoneDriverReq,DriverRequest,1/1/2018 11:44,1/1/2018 11:44,System
27,ProcessNextdriverReq,DriverRequest,1/1/2018 11:44,1/1/2018 12:03,Pheobi
28,ProcessNextCarReq,CarRequest,1/1/2018 11:45,1/1/2018 12:07,Chandler
20,DoneCarReq,CarRequest,1/1/2018 11:45,1/1/2018 11:45,System
29,ProcessNextdriverReq,DriverRequest,1/1/2018 11:47,1/1/2018 12:06,Joe
25,DoneDriverReq,DriverRequest,1/1/2018 11:47,1/1/2018 11:47,System
30,ProcessNextCarReq,CarRequest,1/1/2018 11:50,1/1/2018 12:13,Ross
21,DoneCarReq,CarRequest,1/1/2018 11:50,1/1/2018 11:50,System
45,NextCall,DriverRequest,1/1/2018 11:59,1/1/2018 11:59,System
45,AcceptDriverReq,DriverRequest,1/1/2018 11:59,1/1/2018 12:19,System
26,DoneCarReq,CarRequest,1/1/2018 12:02,1/1/2018 12:02,System
44,ProcessNextCarReq,CarRequest,1/1/2018 12:02,1/1/2018 12:30,Monika
27,DoneDriverReq,DriverRequest,1/1/2018 12:03,1/1/2018 12:03,System
31,ProcessNextdriverReq,DriverRequest,1/1/2018 12:03,1/1/2018 12:22,Pheobi
33,ProcessNextdriverReq,DriverRequest,1/1/2018 12:06,1/1/2018 12:26,Joe
29,DoneDriverReq,DriverRequest,1/1/2018 12:06,1/1/2018 12:06,System
28,DoneCarReq,CarRequest,1/1/2018 12:07,1/1/2018 12:07,System
30,DoneCarReq,CarRequest,1/1/2018 12:13,1/1/2018 12:13,System
34,ProcessNextdriverReq,DriverRequest,1/1/2018 12:22,1/1/2018 12:43,Pheobi
31,DoneDriverReq,DriverRequest,1/1/2018 12:22,1/1/2018 12:22,System
37,ProcessNextdriverReq,DriverRequest,1/1/2018 12:26,1/1/2018 12:47,Joe
33,DoneDriverReq,DriverRequest,1/1/2018 12:26,1/1/2018 12:26,System
44,DoneCarReq,CarRequest,1/1/2018 12:30,1/1/2018 12:30,System
41,ProcessNextdriverReq,DriverRequest,1/1/2018 12:43,1/1/2018 13:06,Pheobi
34,DoneDriverReq,DriverRequest,1/1/2018 12:43,1/1/2018 12:43,System
45,ProcessNextdriverReq,DriverRequest,1/1/2018 12:47,1/1/2018 13:15,Joe
37,DoneDriverReq,DriverRequest,1/1/2018 12:47,1/1/2018 12:47,System
46,NextCall,DriverRequest,1/1/2018 13:01,1/1/2018 13:01,System
46,AcceptDriverReq,DriverRequest,1/1/2018 13:01,1/1/2018 13:29,System
47,NextCall,CarRequest,1/1/2018 13:03,1/1/2018 13:03,System
47,AcceptCarReq,CarRequest,1/1/2018 13:03,1/1/2018 13:03,System
47,ProcessNextCarReq,CarRequest,1/1/2018 13:03,1/1/2018 13:30,Ross
48,NextCall,DriverRequest,1/1/2018 13:04,1/1/2018 13:04,System
48,AcceptDriverReq,DriverRequest,1/1/2018 13:04,1/1/2018 13:27,System
49,NextCall,CarRequest,1/1/2018 13:05,1/1/2018 13:05,System
49,AcceptCarReq,CarRequest,1/1/2018 13:05,1/1/2018 13:05,System
49,ProcessNextCarReq,CarRequest,1/1/2018 13:05,1/1/2018 13:33,Monika
41,DoneDriverReq,DriverRequest,1/1/2018 13:06,1/1/2018 13:06,System
46,ProcessNextdriverReq,DriverRequest,1/1/2018 13:06,1/1/2018 13:29,Pheobi
50,NextCall,CarRequest,1/1/2018 13:07,1/1/2018 13:07,System
50,AcceptCarReq,CarRequest,1/1/2018 13:07,1/1/2018 13:07,System
50,ProcessNextCarReq,CarRequest,1/1/2018 13:07,1/1/2018 13:34,Chandler
51,NextCall,CarRequest,1/1/2018 13:08,1/1/2018 13:08,System
51,AcceptCarReq,CarRequest,1/1/2018 13:08,1/1/2018 13:08,System
52,NextCall,CarRequest,1/1/2018 13:09,1/1/2018 13:09,System
52,AcceptCarReq,CarRequest,1/1/2018 13:09,1/1/2018 13:09,System
53,NextCall,CarRequest,1/1/2018 13:11,1/1/2018 13:11,System
53,AcceptCarReq,CarRequest,1/1/2018 13:11,1/1/2018 13:11,System
54,NextCall,DriverRequest,1/1/2018 13:12,1/1/2018 13:12,System
54,AcceptDriverReq,DriverRequest,1/1/2018 13:12,1/1/2018 13:35,System
55,NextCall,CarRequest,1/1/2018 13:13,1/1/2018 13:13,System
55,AcceptCarReq,CarRequest,1/1/2018 13:13,1/1/2018 13:13,System
56,NextCall,CarRequest,1/1/2018 13:15,1/1/2018 13:15,System
56,AcceptCarReq,CarRequest,1/1/2018 13:15,1/1/2018 13:15,System
45,DoneDriverReq,DriverRequest,1/1/2018 13:15,1/1/2018 13:15,System
48,ProcessNextdriverReq,DriverRequest,1/1/2018 13:15,1/1/2018 13:38,Joe
57,NextCall,DriverRequest,1/1/2018 13:16,1/1/2018 13:16,System
57,AcceptDriverReq,DriverRequest,1/1/2018 13:16,1/1/2018 13:39,System
58,NextCall,CarRequest,1/1/2018 13:17,1/1/2018 13:17,System
58,AcceptCarReq,CarRequest,1/1/2018 13:17,1/1/2018 13:17,System
59,NextCall,DriverRequest,1/1/2018 13:19,1/1/2018 13:19,System
59,AcceptDriverReq,DriverRequest,1/1/2018 13:19,1/1/2018 13:40,System
60,NextCall,CarRequest,1/1/2018 13:20,1/1/2018 13:20,System
60,AcceptCarReq,CarRequest,1/1/2018 13:20,1/1/2018 13:20,System
61,NextCall,CarRequest,1/1/2018 13:21,1/1/2018 13:21,System
61,AcceptCarReq,CarRequest,1/1/2018 13:21,1/1/2018 13:21,System
62,NextCall,CarRequest,1/1/2018 13:23,1/1/2018 13:23,System
62,AcceptCarReq,CarRequest,1/1/2018 13:23,1/1/2018 13:23,System
63,NextCall,CarRequest,1/1/2018 13:24,1/1/2018 13:24,System
63,AcceptCarReq,CarRequest,1/1/2018 13:24,1/1/2018 13:24,System
64,NextCall,CarRequest,1/1/2018 13:25,1/1/2018 13:25,System
64,AcceptCarReq,CarRequest,1/1/2018 13:25,1/1/2018 13:25,System
65,NextCall,CarRequest,1/1/2018 13:27,1/1/2018 13:27,System
65,AcceptCarReq,CarRequest,1/1/2018 13:27,1/1/2018 13:27,System
66,NextCall,CarRequest,1/1/2018 13:28,1/1/2018 13:28,System
66,AcceptCarReq,CarRequest,1/1/2018 13:28,1/1/2018 13:28,System
46,DoneDriverReq,DriverRequest,1/1/2018 13:29,1/1/2018 13:29,System
54,ProcessNextdriverReq,DriverRequest,1/1/2018 13:29,1/1/2018 13:51,Pheobi
67,NextCall,DriverRequest,1/1/2018 13:29,1/1/2018 13:29,System
67,AcceptDriverReq,DriverRequest,1/1/2018 13:29,1/1/2018 13:51,System
51,ProcessNextCarReq,CarRequest,1/1/2018 13:30,1/1/2018 13:48,Ross
47,DoneCarReq,CarRequest,1/1/2018 13:30,1/1/2018 13:30,System
68,NextCall,DriverRequest,1/1/2018 13:31,1/1/2018 13:31,System
68,AcceptDriverReq,DriverRequest,1/1/2018 13:31,1/1/2018 13:51,System
69,NextCall,CarRequest,1/1/2018 13:32,1/1/2018 13:32,System
69,AcceptCarReq,CarRequest,1/1/2018 13:32,1/1/2018 13:32,System
52,ProcessNextCarReq,CarRequest,1/1/2018 13:33,1/1/2018 13:51,Monika
49,DoneCarReq,CarRequest,1/1/2018 13:33,1/1/2018 13:33,System
70,NextCall,CarRequest,1/1/2018 13:33,1/1/2018 13:33,System
70,AcceptCarReq,CarRequest,1/1/2018 13:33,1/1/2018 13:33,System
50,DoneCarReq,CarRequest,1/1/2018 13:34,1/1/2018 13:34,System
53,ProcessNextCarReq,CarRequest,1/1/2018 13:34,1/1/2018 13:52,Chandler
71,NextCall,DriverRequest,1/1/2018 13:35,1/1/2018 13:35,System
71,AcceptDriverReq,DriverRequest,1/1/2018 13:35,1/1/2018 13:54,System
72,NextCall,CarRequest,1/1/2018 13:36,1/1/2018 13:36,System
72,AcceptCarReq,CarRequest,1/1/2018 13:36,1/1/2018 13:36,System
73,NextCall,CarRequest,1/1/2018 13:37,1/1/2018 13:37,System
73,AcceptCarReq,CarRequest,1/1/2018 13:37,1/1/2018 13:37,System
57,ProcessNextdriverReq,DriverRequest,1/1/2018 13:38,1/1/2018 13:58,Joe
48,DoneDriverReq,DriverRequest,1/1/2018 13:38,1/1/2018 13:38,System
74,NextCall,CarRequest,1/1/2018 13:39,1/1/2018 13:39,System
74,AcceptCarReq,CarRequest,1/1/2018 13:39,1/1/2018 13:39,System
75,NextCall,CarRequest,1/1/2018 13:40,1/1/2018 13:40,System
75,AcceptCarReq,CarRequest,1/1/2018 13:40,1/1/2018 13:40,System
76,NextCall,CarRequest,1/1/2018 13:41,1/1/2018 13:41,System
76,AcceptCarReq,CarRequest,1/1/2018 13:41,1/1/2018 13:41,System
77,NextCall,CarRequest,1/1/2018 13:43,1/1/2018 13:43,System
77,RejectCall,CarRequest,1/1/2018 13:43,1/1/2018 13:43,System
78,NextCall,CarRequest,1/1/2018 13:44,1/1/2018 13:44,System
78,AcceptCarReq,CarRequest,1/1/2018 13:44,1/1/2018 13:44,System
79,NextCall,DriverRequest,1/1/2018 13:45,1/1/2018 13:45,System
79,AcceptDriverReq,DriverRequest,1/1/2018 13:45,1/1/2018 14:05,System
80,NextCall,CarRequest,1/1/2018 13:47,1/1/2018 13:47,System
80,AcceptCarReq,CarRequest,1/1/2018 13:47,1/1/2018 13:47,System
51,DoneCarReq,CarRequest,1/1/2018 13:48,1/1/2018 13:48,System
55,ProcessNextCarReq,CarRequest,1/1/2018 13:48,1/1/2018 14:05,Ross
81,NextCall,CarRequest,1/1/2018 13:48,1/1/2018 13:48,System
81,RejectCall,CarRequest,1/1/2018 13:48,1/1/2018 13:48,System
82,NextCall,DriverRequest,1/1/2018 13:49,1/1/2018 13:49,System
82,RejectCall,DriverRequest,1/1/2018 13:49,1/1/2018 13:49,System
52,DoneCarReq,CarRequest,1/1/2018 13:51,1/1/2018 13:51,System
56,ProcessNextCarReq,CarRequest,1/1/2018 13:51,1/1/2018 14:08,Monika
59,ProcessNextdriverReq,DriverRequest,1/1/2018 13:51,1/1/2018 14:10,Pheobi
54,DoneDriverReq,DriverRequest,1/1/2018 13:51,1/1/2018 13:51,System
83,NextCall,CarRequest,1/1/2018 13:51,1/1/2018 13:51,System
83,RejectCall,CarRequest,1/1/2018 13:51,1/1/2018 13:51,System
53,DoneCarReq,CarRequest,1/1/2018 13:52,1/1/2018 13:52,System
58,ProcessNextCarReq,CarRequest,1/1/2018 13:52,1/1/2018 14:10,Chandler
84,NextCall,CarRequest,1/1/2018 13:52,1/1/2018 13:52,System
84,RejectCall,CarRequest,1/1/2018 13:52,1/1/2018 13:52,System
85,NextCall,DriverRequest,1/1/2018 13:53,1/1/2018 13:53,System
85,AcceptDriverReq,DriverRequest,1/1/2018 13:53,1/1/2018 14:13,System
86,NextCall,DriverRequest,1/1/2018 13:55,1/1/2018 13:55,System
86,RejectCall,DriverRequest,1/1/2018 13:55,1/1/2018 13:55,System
87,NextCall,DriverRequest,1/1/2018 13:56,1/1/2018 13:56,System
87,RejectCall,DriverRequest,1/1/2018 13:56,1/1/2018 13:56,System
88,NextCall,CarRequest,1/1/2018 13:57,1/1/2018 13:57,System
88,RejectCall,CarRequest,1/1/2018 13:57,1/1/2018 13:57,System
67,ProcessNextdriverReq,DriverRequest,1/1/2018 13:58,1/1/2018 14:17,Joe
57,DoneDriverReq,DriverRequest,1/1/2018 13:58,1/1/2018 13:58,System
89,NextCall,DriverRequest,1/1/2018 13:59,1/1/2018 13:59,System
89,AcceptDriverReq,DriverRequest,1/1/2018 13:59,1/1/2018 14:19,System
55,DoneCarReq,CarRequest,1/1/2018 14:05,1/1/2018 14:05,System
60,ProcessNextCarReq,CarRequest,1/1/2018 14:05,1/1/2018 14:23,Ross
61,ProcessNextCarReq,CarRequest,1/1/2018 14:08,1/1/2018 14:26,Monika
56,DoneCarReq,CarRequest,1/1/2018 14:08,1/1/2018 14:08,System
62,ProcessNextCarReq,CarRequest,1/1/2018 14:10,1/1/2018 14:27,Chandler
58,DoneCarReq,CarRequest,1/1/2018 14:10,1/1/2018 14:10,System
68,ProcessNextdriverReq,DriverRequest,1/1/2018 14:10,1/1/2018 14:30,Pheobi
59,DoneDriverReq,DriverRequest,1/1/2018 14:10,1/1/2018 14:10,System
71,ProcessNextdriverReq,DriverRequest,1/1/2018 14:17,1/1/2018 14:38,Joe
67,DoneDriverReq,DriverRequest,1/1/2018 14:17,1/1/2018 14:17,System
60,DoneCarReq,CarRequest,1/1/2018 14:23,1/1/2018 14:23,System
63,ProcessNextCarReq,CarRequest,1/1/2018 14:23,1/1/2018 14:41,Ross
61,DoneCarReq,CarRequest,1/1/2018 14:26,1/1/2018 14:26,System
64,ProcessNextCarReq,CarRequest,1/1/2018 14:26,1/1/2018 14:44,Monika
62,DoneCarReq,CarRequest,1/1/2018 14:27,1/1/2018 14:27,System
65,ProcessNextCarReq,CarRequest,1/1/2018 14:27,1/1/2018 14:46,Chandler
79,ProcessNextdriverReq,DriverRequest,1/1/2018 14:30,1/1/2018 14:51,Pheobi
68,DoneDriverReq,DriverRequest,1/1/2018 14:30,1/1/2018 14:30,System
85,ProcessNextdriverReq,DriverRequest,1/1/2018 14:38,1/1/2018 15:01,Joe
71,DoneDriverReq,DriverRequest,1/1/2018 14:38,1/1/2018 14:38,System
63,DoneCarReq,CarRequest,1/1/2018 14:41,1/1/2018 14:41,System
66,ProcessNextCarReq,CarRequest,1/1/2018 14:41,1/1/2018 14:59,Ross
64,DoneCarReq,CarRequest,1/1/2018 14:44,1/1/2018 14:44,System
69,ProcessNextCarReq,CarRequest,1/1/2018 14:44,1/1/2018 15:02,Monika
65,DoneCarReq,CarRequest,1/1/2018 14:46,1/1/2018 14:46,System
70,ProcessNextCarReq,CarRequest,1/1/2018 14:46,1/1/2018 15:04,Chandler
79,DoneDriverReq,DriverRequest,1/1/2018 14:51,1/1/2018 14:51,System
89,ProcessNextdriverReq,DriverRequest,1/1/2018 14:51,1/1/2018 15:19,Pheobi
72,ProcessNextCarReq,CarRequest,1/1/2018 14:59,1/1/2018 15:18,Ross
66,DoneCarReq,CarRequest,1/1/2018 14:59,1/1/2018 14:59,System
90,NextCall,CarRequest,1/1/2018 15:00,1/1/2018 15:00,System
90,AcceptCarReq,CarRequest,1/1/2018 15:00,1/1/2018 15:00,System
91,NextCall,CarRequest,1/1/2018 15:00,1/1/2018 15:00,System
91,AcceptCarReq,CarRequest,1/1/2018 15:00,1/1/2018 15:00,System
85,DoneDriverReq,DriverRequest,1/1/2018 15:01,1/1/2018 15:01,System
92,NextCall,CarRequest,1/1/2018 15:01,1/1/2018 15:01,System
92,AcceptCarReq,CarRequest,1/1/2018 15:01,1/1/2018 15:01,System
93,NextCall,CarRequest,1/1/2018 15:02,1/1/2018 15:02,System
93,AcceptCarReq,CarRequest,1/1/2018 15:02,1/1/2018 15:02,System
73,ProcessNextCarReq,CarRequest,1/1/2018 15:02,1/1/2018 15:21,Monika
69,DoneCarReq,CarRequest,1/1/2018 15:02,1/1/2018 15:02,System
94,NextCall,DriverRequest,1/1/2018 15:03,1/1/2018 15:03,System
94,AcceptDriverReq,DriverRequest,1/1/2018 15:03,1/1/2018 15:31,System
94,ProcessNextdriverReq,DriverRequest,1/1/2018 15:03,1/1/2018 15:31,Joe
95,NextCall,CarRequest,1/1/2018 15:04,1/1/2018 15:04,System
95,AcceptCarReq,CarRequest,1/1/2018 15:04,1/1/2018 15:04,System
74,ProcessNextCarReq,CarRequest,1/1/2018 15:04,1/1/2018 15:22,Chandler
70,DoneCarReq,CarRequest,1/1/2018 15:04,1/1/2018 15:04,System
96,NextCall,CarRequest,1/1/2018 15:05,1/1/2018 15:05,System
96,AcceptCarReq,CarRequest,1/1/2018 15:05,1/1/2018 15:05,System
97,NextCall,CarRequest,1/1/2018 15:06,1/1/2018 15:06,System
97,AcceptCarReq,CarRequest,1/1/2018 15:06,1/1/2018 15:06,System
98,NextCall,DriverRequest,1/1/2018 15:07,1/1/2018 15:07,System
98,AcceptDriverReq,DriverRequest,1/1/2018 15:07,1/1/2018 15:34,System
99,NextCall,CarRequest,1/1/2018 15:08,1/1/2018 15:08,System
99,AcceptCarReq,CarRequest,1/1/2018 15:08,1/1/2018 15:08,System
100,NextCall,DriverRequest,1/1/2018 15:08,1/1/2018 15:08,System
100,AcceptDriverReq,DriverRequest,1/1/2018 15:08,1/1/2018 15:32,System
101,NextCall,CarRequest,1/1/2018 15:09,1/1/2018 15:09,System
101,AcceptCarReq,CarRequest,1/1/2018 15:09,1/1/2018 15:09,System
102,NextCall,CarRequest,1/1/2018 15:10,1/1/2018 15:10,System
